pi,amnt,payment,merch
1,20,1,1
4,17,1,10
4,20,1,2
3,82,1,7
4,17,1,4
3,36,1,1
3,34.48,1,3
3,110,1,15
3,19.78,1,1
1,2.35,1,1
3,11.07,1,1
3,64,1,7
3,8.54,1,4
13,0.7,1,7
3,45.43,1,4
1,10,1,16
3,26.73,1,3
1,3,1,3
NA,100,0,NA
4,18.01,1,5
4,26,1,1
3,533,1,4
3,43.42,1,3
3,15.25,1,5
4,155.84,1,1
3,10,1,6
3,47,1,4
3,46.57,1,2
3,23.44,1,2
3,22.3,1,4
1,20.02,1,4
4,32.25,1,1
1,6.37,1,4
4,10.8,1,1
1,40,1,16
3,125,1,3
4,7,1,5
3,50,1,2
3,41,1,2
2,100,1,17
3,28.84,1,1
4,30.65,1,3
4,28.5,1,1
10,30,1,16
13,19.71,1,1
1,22.08,1,1
4,47.65,1,1
3,32,1,4
3,126,1,7
NA,200,0,NA
3,33.67,1,3
4,17.97,1,1
3,10,1,6
3,44.28,1,4
1,47.03,1,16
3,105.75,1,3
4,65.78,1,1
4,71.46,1,5
3,31.52,1,3
4,58.43,1,3
4,54.36,1,3
1,50,1,7
3,43.29,1,5
NA,0,0,NA
NA,0,0,NA
3,8.41,1,4
4,8.5,1,2
1,40,1,16
3,45,1,3
1,20,1,7
3,79.53,1,3
3,68.42,1,1
4,45.73,1,4
4,75.25,1,5
7,229,1,8
3,41.22,1,2
3,55.38,1,3
1,3,1,21
3,80,1,3
3,100.48,1,3
3,130,1,5
3,10,1,5
4,190,1,15
3,55,1,3
3,69.61,1,5
3,19,1,3
2,101,1,16
NA,15,0,NA
3,20.48,1,1
4,22.35,1,5
4,26.26,1,6
3,40.68,1,5
NA,9,0,NA
3,27.93,1,4
3,26.97,1,5
4,159.65,1,5
1,15.56,1,4
1,2,1,4
3,132.5,1,3
3,17.92,1,3
3,8.27,1,5
4,65,1,9
3,90,1,5
3,132.05,1,3
3,70.14,1,1
NA,500,0,NA
3,68,1,13
1,49,1,3
3,287.57,1,5
3,75.22,1,3
3,2,1,2
3,95.47,1,1
3,40.53,1,4
1,50,1,4
4,21.7,1,5
NA,15,0,NA
NA,3,0,NA
NA,15,0,NA
4,42,1,1
3,31,1,3
NA,5,0,NA
1,20,1,16
4,16.77,1,5
3,27.61,1,5
3,43.57,1,2
3,86.16,1,1
1,27.31,1,5
3,15.46,1,5
NA,10,1,2
1,18,1,7
1,10,1,4
3,15.35,1,5
4,30.74,1,2
4,5.37,1,1
4,36.11,1,1
4,7.96,1,1
1,52,1,7
4,10.58,1,2
4,10.71,1,4
NA,725,0,NA
4,200,1,16
1,11.85,1,3
3,39.5,1,1
1,12,1,1
NA,8,0,NA
4,11.9,1,4
3,50.26,1,10
3,58,1,2
3,17,1,5
4,80.3,1,5
4,15.71,1,5
4,19.95,1,7
4,4.07,1,10
7,150,1,15
6,50,1,16
7,64.99,1,10
1,13,1,5
4,14.77,1,1
4,10,1,4
4,72.42,1,1
3,71.65,1,5
4,73,1,1
7,1400,1,15
4,23.05,1,1
1,30,1,1
3,50,1,1
3,4.3,1,10
4,55,1,1
1,20,1,5
1,150,1,16
1,10,1,16
4,32.09,1,6
1,25,1,5
7,99.84,1,10
4,35,1,6
3,107,1,10
3,10.45,1,10
6,40,1,21
3,54.19,1,2
3,34.92,1,1
1,200,1,3
1,300,1,6
3,24.56,1,4
3,58.23,1,3
3,7.47,1,1
7,42,1,11
1,2,1,4
7,112.9,1,8
7,132.45,1,8
3,26.52,1,5
4,23.03,1,1
3,42.64,1,1
4,19.06,1,5
4,41.17,1,2
3,55,1,5
NA,4,0,NA
3,200,1,7
5,4.24,1,1
4,19.61,1,3
4,32.29,1,1
3,178,1,5
2,300,1,17
4,23,1,4
3,2,1,7
4,12.48,1,4
3,42.4,1,5
4,17.4,1,4
4,40,1,1
1,1,1,1
1,25,1,2
3,26.72,1,4
1,4,1,2
4,1.29,1,4
4,86.48,1,5
4,36.61,1,1
3,37.37,1,2
1,20,1,2
4,21.38,1,2
1,2.75,1,4
NA,25,0,NA
3,44,1,2
1,7.49,1,2
1,9,1,4
3,10.42,1,4
2,2355.52,1,19
3,282.31,1,1
2,25,1,17
1,110,1,16
2,340,1,17
4,66,1,2
3,19.75,1,1
3,49.75,1,1
NA,40,0,NA
4,3.74,1,1
1,5,1,5
1,2.5,1,4
1,4.25,1,5
1,28,1,5
1,20,1,17
1,0.19,1,3
NA,25,0,NA
4,31.68,1,5
1,3,1,5
4,10,1,1
3,27.71,1,3
4,44.31,1,1
3,6.8,1,2
4,6,1,5
6,10.49,1,7
1,20,1,16
4,25,1,4
2,25,1,17
3,299,1,1
13,0.75,1,9
4,3.99,1,7
3,100,1,1
4,50,1,1
2,86.11,1,8
3,2700,1,15
3,28.99,1,3
1,3,1,16
4,22.99,1,1
11,100,1,16
3,10.01,1,3
1,13,1,5
1,35,1,1
4,30.06,1,1
1,50,1,16
4,18.75,1,1
4,50,1,2
1,24,1,17
3,57.13,1,8
4,3.93,1,4
4,11.55,1,2
4,2.08,1,1
3,45.97,1,1
4,35,1,1
1,100,1,16
4,10,1,2
1,30,1,6
4,350,1,1
1,30,1,17
4,5.38,1,4
1,6.22,1,5
11,40,1,16
3,6.5,1,3
1,25,1,4
6,100,1,16
1,100,1,2
4,90,1,5
4,150,1,1
2,100,1,17
7,100,1,17
6,14,1,16
3,74.13,1,1
3,35,1,2
3,317.55,1,5
1,18.08,1,5
2,53,1,17
1,117,1,17
4,4.4,1,4
13,0.75,1,21
3,55.5,1,4
4,12.54,1,1
1,2.5,1,5
3,25.99,1,5
3,22.5,1,5
4,178,1,1
4,35,1,6
1,7.99,1,1
3,22,1,7
5,38,1,1
4,30,1,3
3,320,1,1
4,81,1,3
1,22,1,3
3,24.55,1,4
3,1.07,1,4
3,27.5,1,3
6,30.73,1,4
4,48.88,1,2
4,2,1,2
4,19.74,1,1
5,2.5,1,1
3,74.69,1,5
4,14.45,1,4
1,42,1,3
4,86.68,1,1
4,7.96,1,1
3,74.14,1,5
3,131.45,1,1
4,60.78,1,3
4,66.75,1,5
4,6.43,1,5
3,34.57,1,3
1,5,1,3
4,17.99,1,1
1,6,1,1
4,14.16,1,1
1,4,1,6
NA,8,0,NA
5,54.89,1,1
4,40.32,1,2
3,3.19,1,9
3,20,1,6
4,15,1,3
3,12.59,1,4
3,23.2,1,3
4,134.78,1,1
3,5.49,1,1
3,26.01,1,2
3,33.52,1,5
4,77,1,1
3,10.95,1,4
1,5,1,7
3,38,1,5
4,16.97,1,1
3,172.02,1,5
4,185.66,1,5
3,65.61,1,2
3,27.07,1,4
6,40,1,15
NA,26,0,NA
3,15.05,1,2
1,6.66,1,1
1,1.25,1,4
4,27.42,1,1
1,21.35,1,4
6,37.49,1,4
3,2,1,4
3,45,1,5
3,34.42,1,3
4,46,1,1
1,1,1,5
4,18.95,1,3
4,8,1,20
3,61.24,1,2
1,5,1,3
4,108.3,1,1
3,57.48,1,5
3,126.6,1,5
1,45.06,1,2
3,15,1,2
4,28,1,3
3,5,1,2
3,47.14,1,5
4,14.56,1,4
1,1.89,1,1
3,196,1,5
13,1.4,1,21
3,18.32,1,2
3,26.35,1,4
1,25,1,16
1,20,1,3
4,278,1,1
1,15,1,4
3,24.09,1,7
3,25.3,1,5
NA,21,0,NA
3,87,1,2
4,20,1,3
4,5,1,10
NA,750,0,NA
4,40.3,1,5
4,10.68,1,5
3,13.26,1,1
3,23.67,1,2
3,26.69,1,7
3,6.03,1,4
4,97.62,1,1
1,22.13,1,1
3,9.53,1,5
6,85.8,1,5
1,14,1,2
3,31.65,1,2
3,132.55,1,2
1,10,1,1
NA,10,0,NA
4,7.63,1,4
3,5.47,1,4
0,33,1,1
4,23.65,1,5
3,72,1,3
1,20,1,3
3,77.34,1,2
3,34.17,1,1
3,23,1,4
3,34.01,1,5
3,32.37,1,2
4,27,1,4
3,35,1,5
3,7.55,1,5
3,54.29,1,1
3,184.32,1,1
4,250,1,5
3,4.87,1,5
1,8.52,1,5
3,130.84,1,5
NA,20,0,NA
3,35.14,1,2
3,18.95,1,2
3,10.53,1,5
3,25,1,2
3,40,1,2
4,98,1,1
3,28,1,16
3,36.64,1,5
4,3.47,1,5
5,41,1,1
3,69.44,1,3
4,33.84,1,2
3,165,1,5
4,9,1,4
4,42,1,4
4,27,1,1
4,100,1,1
4,16.99,1,5
3,29.08,1,4
1,7.5,1,2
4,58.27,1,3
3,17,1,3
5,5,1,7
3,7.58,1,5
4,29.24,1,5
7,379.17,1,5
3,8.29,1,5
3,18.47,1,4
4,23.98,1,5
4,7.98,1,4
3,14.26,1,5
1,4,1,7
1,4.69,1,1
4,25.15,1,1
4,6.99,1,1
1,1,1,1
3,97,1,2
3,286.04,1,8
4,17.26,1,1
4,38,1,4
4,35.07,1,4
5,16.46,1,1
3,82.25,1,1
1,3,1,17
2,30,1,17
1,45,1,3
3,42.71,1,2
1,20,1,1
3,29.22,1,1
3,14.14,1,1
1,10,1,7
4,8.5,1,5
3,98.16,1,1
NA,80,0,NA
NA,21,0,NA
3,73.13,1,1
4,16.98,1,1
4,27,1,2
3,33.64,1,5
4,25,1,18
3,13.12,1,5
3,106.54,1,1
0,262.15,1,5
NA,30,0,NA
3,44.63,1,5
3,19.15,1,5
1,20,1,4
4,14.2,1,4
5,51.24,1,3
NA,30,0,NA
3,13.98,1,3
3,33.46,1,3
NA,60,0,NA
3,15.5,1,1
1,7,1,4
3,10.71,1,5
3,55.44,1,3
3,16,1,3
6,400,1,15
13,4.5,1,21
3,90.91,1,1
3,58,1,3
1,18.67,1,4
3,19,1,5
3,30.7,1,3
1,1,1,21
4,60.86,1,5
6,20.98,1,5
4,10.86,1,4
4,28.15,1,5
NA,10,0,NA
3,131.32,1,1
3,21.53,1,1
3,9.32,1,4
4,12.63,1,4
3,8.48,1,1
3,8.52,1,4
1,15,1,7
3,204,1,5
4,4.99,1,1
3,61.52,1,4
4,38.24,1,5
1,16.02,1,4
4,97.83,1,8
NA,50,0,NA
4,4.64,1,4
5,56.35,1,3
3,81,1,3
3,3.5,1,4
6,30,1,16
4,45.87,1,8
1,13,1,5
3,63,1,2
3,43.07,1,2
NA,20,0,NA
4,26.69,1,1
1,33,1,5
13,33.71,1,4
1,8.75,1,4
4,51.33,1,5
3,94.9,1,1
3,41.56,1,5
3,8.35,1,20
4,85.8,1,5
4,23.4,1,4
3,10.48,1,5
4,8,1,4
4,224,1,8
4,59,1,4
3,71.35,1,1
1,32,1,3
4,56.33,1,1
NA,40,0,NA
1,30,1,17
3,248.95,1,5
5,11,1,1
11,10,1,16
3,148.79,1,10
1,70,1,18
3,186.75,1,1
3,71,1,1
4,10.75,1,2
5,50.47,1,3
NA,8,0,NA
4,12.64,1,2
3,30,1,2
NA,4,0,NA
3,10.68,1,5
3,28.15,1,5
3,30.31,1,5
4,171,1,15
3,38.67,1,3
1,12,1,4
3,99.17,1,9
3,70,1,1
4,50,1,17
4,35.95,1,3
4,157,1,3
7,102.06,1,10
1,1.25,1,4
4,20,1,18
4,32,1,5
4,100,1,15
3,28,1,5
5,30,1,1
3,250,1,11
4,25.44,1,1
1,27.4,1,4
6,350,1,17
7,12.49,1,15
6,667.02,1,15
6,19,1,17
6,244.44,1,10
10,25,1,16
1,14,1,2
1,40,1,16
2,27.97,1,8
7,48.84,1,15
3,6.61,1,10
3,45.98,1,18
4,85.79,1,1
4,133.83,1,5
4,141.05,1,15
4,20,1,5
4,45.76,1,4
4,90,1,10
4,99,1,10
4,265.95,1,15
4,240.86,1,1
2,350,1,17
2,400,1,17
6,38,1,17
3,48,1,2
6,171,1,15
6,61,1,16
6,16.73,1,16
4,121,1,2
1,60,1,1
7,21.33,1,8
7,131,1,8
11,1.05,1,15
4,75.7,1,1
6,202.01,1,10
4,7,1,17
4,16.24,1,12
4,129.02,1,10
6,9.75,1,10
4,2,1,1
4,60,1,20
4,10.61,1,7
4,7.53,1,7
4,67.94,1,2
4,116.5,1,1
6,140.09,1,15
3,77.31,1,2
4,23,1,1
3,10.01,1,4
4,175,1,15
2,55,1,7
7,113,1,8
7,113.92,1,8
7,237,1,8
7,179.95,1,15
1,20,1,18
7,54,1,10
3,42.84,1,3
6,114,1,17
6,38.94,1,15
6,56,1,15
1,20,1,1
4,6.33,1,1
3,500,1,15
6,125,1,15
3,71.73,1,4
4,5.9,1,4
11,12.11,1,15
6,210,1,15
3,45.68,1,5
11,23,1,15
7,334.98,1,15
13,9.87,1,1
3,10,1,1
4,45.98,1,2
1,5,1,4
4,11.83,1,4
3,37.42,1,3
6,495.81,1,15
3,59.22,1,9
1,5.4,1,1
1,1.18,1,1
4,35,1,2
3,48.65,1,2
4,7.9,1,4
1,12,1,1
7,500,1,15
6,180,1,8
4,21,1,2
4,3.32,1,4
3,11.04,1,4
4,2.95,1,1
1,4.08,1,4
1,5,1,16
1,20,1,16
3,80,1,2
NA,30,0,NA
4,60.62,1,1
4,40,1,2
NA,300,0,NA
4,140.94,1,8
7,117,1,8
7,547.12,1,15
7,318.82,1,15
7,83,1,15
7,154.92,1,15
7,178.34,1,8
1,55,1,16
1,40,1,2
7,28.49,1,8
4,25,1,2
14,19,1,15
3,17.04,1,20
3,10.81,1,1
3,5.5,1,5
3,3.44,1,1
NA,24,0,NA
3,8.5,1,4
6,1000,1,15
1,2,1,16
4,106,1,5
4,12.75,1,1
3,1.99,1,7
5,8.28,1,1
NA,50,0,NA
3,34.65,1,18
3,800,1,13
4,56.2,1,1
1,9.14,1,1
4,1.5,1,2
3,19,1,4
4,10,1,5
4,1.99,1,5
6,25.02,1,5
3,29.32,1,1
2,45,1,15
1,2.5,1,4
1,50,1,16
4,8,1,4
13,10,1,18
3,16.1,1,1
1,8,1,4
7,109.79,1,8
1,61.23,1,5
1,2,1,1
4,25.22,1,5
4,8.02,1,4
1,45,1,6
4,60,1,1
4,2.18,1,1
NA,457,0,NA
3,44.05,1,5
NA,40,0,NA
1,35,1,2
4,13.76,1,5
4,57.89,1,5
3,167,1,13
1,400,1,15
6,48.94,1,10
3,44,1,2
4,100,1,8
5,40,1,2
13,38.89,1,1
NA,40,0,NA
4,34.38,1,2
4,23,1,4
13,0.75,1,21
5,0.75,1,21
4,200,1,15
13,30,1,1
3,25,1,4
4,13.79,1,1
3,32.62,1,3
3,44.47,1,1
4,23.05,1,2
3,13.31,1,1
2,99,1,18
3,7.83,1,1
4,79.18,1,1
4,30,1,4
NA,13.12,0,NA
4,12.59,1,4
NA,60,0,NA
4,71.41,1,1
NA,20,0,NA
4,7.73,1,5
4,122.53,1,5
1,6,1,1
6,24.82,1,16
2,16,1,6
7,100,1,15
4,30,1,7
4,37.48,1,1
3,19.35,1,1
4,38.14,1,1
4,4.33,1,1
1,6.22,1,5
4,84.99,1,1
4,16.71,1,4
5,259.44,1,18
4,20,1,2
1,12,1,2
4,21.48,1,1
3,49.41,1,1
1,1.6,1,1
3,42.7,1,2
4,10.96,1,5
4,4.75,1,4
5,0.75,1,21
4,53.54,1,5
1,23.44,1,1
1,29,1,5
4,20,1,5
4,31.15,1,4
4,5.16,1,3
3,110.15,1,5
4,12.86,1,4
4,8.67,1,4
0,177.79,1,7
3,129.99,1,5
5,9.69,1,1
3,266.22,1,6
1,5.3,1,4
4,96.47,1,1
1,20,1,1
3,17.28,1,5
3,250,1,12
3,5,1,9
4,15.31,1,5
4,62,1,5
7,196.23,1,6
4,158.26,1,18
5,59.1,1,1
1,53.78,1,1
4,17,1,4
3,10,1,17
4,8.89,1,4
3,167,1,12
3,100,1,6
6,20,1,6
1,10,1,1
5,3.3,1,5
4,58.48,1,1
4,10.73,1,4
11,2.53,1,15
2,18,1,20
4,4.7,1,2
1,1,1,1
4,291.35,1,18
1,5,1,4
3,85.81,1,5
NA,0,0,NA
1,10,1,1
4,8.5,1,4
1,3.05,1,4
4,15.98,1,3
3,4.04,1,4
4,38.35,1,2
3,24.5,1,3
4,19.46,1,3
2,19.03,1,8
10,29,1,16
1,1,1,7
1,40,1,16
1,5,1,5
NA,60,0,NA
3,32.59,1,3
2,157.77,1,15
2,120,1,18
3,4.89,1,1
4,28.04,1,1
NA,120,0,NA
3,49.74,1,4
3,44.64,1,3
1,1.25,1,1
4,10.02,1,2
7,96.38,1,8
7,35.64,1,8
7,495.85,1,15
7,398.3,1,19
7,87.41,1,5
3,76.02,1,1
4,2,1,6
4,15.49,1,10
1,4,1,4
4,4.5,1,5
1,6.5,1,4
1,5,1,4
4,27.06,1,1
6,217,1,10
11,1300,1,15
3,2,1,4
4,0.54,1,1
6,150,1,6
3,20.48,1,2
2,49,1,15
6,300,1,15
1,3,1,2
3,50,1,2
3,101.74,1,1
1,11.99,1,1
1,35.12,1,6
3,143,1,1
3,44.91,1,4
3,27.26,1,5
3,5,1,1
10,7,1,9
5,5.48,1,1
1,30,1,2
NA,15,0,NA
3,38,1,7
1,14.01,1,3
3,6.22,1,2
1,20,1,3
3,31.98,1,1
3,13.96,1,1
4,28.48,1,1
4,26.17,1,2
3,89,1,11
3,45,1,2
3,12.96,1,3
3,103.2,1,9
6,131.44,1,5
4,50.34,1,1
4,89.78,1,1
3,40.84,1,5
1,1.89,1,5
3,48.94,1,3
4,25,1,20
3,89,1,10
3,30,1,1
4,15,1,18
1,21,1,1
6,75,1,6
3,54.55,1,5
3,28.87,1,5
4,75.48,1,5
4,36.45,1,1
1,4.41,1,1
NA,80,0,NA
7,79.07,1,8
3,24.95,1,1
3,94.99,1,17
4,87.22,1,1
3,57.39,1,9
1,4.17,1,5
4,9.69,1,5
4,61.33,1,1
3,137.92,1,1
3,34.49,1,5
NA,40,0,NA
3,20.45,1,4
NA,160,1,13
4,28.5,1,2
4,46.36,1,2
4,3.75,1,5
3,21,1,5
4,189.5,1,15
1,31,1,6
4,33.88,1,1
4,70,1,6
2,58.5,1,14
3,81.51,1,5
3,31.7,1,4
1,1.33,1,5
3,7.72,1,1
1,20.45,1,1
2,3924.39,1,19
4,14,1,3
4,94,1,1
4,16.32,1,19
0,70,1,1
NA,100,0,NA
1,2,1,16
4,58.63,1,1
4,51.72,1,5
3,178.22,1,1
4,19.46,1,4
3,246.97,1,1
3,18.17,1,2
3,2.99,1,5
3,41.47,1,2
1,6,1,7
4,15,1,2
NA,80,0,NA
NA,34,0,NA
3,424,1,6
3,4.68,1,4
2,145,1,16
1,25,1,6
1,90,1,12
1,0.25,1,6
4,50,1,10
4,13.47,1,5
3,30,1,1
3,19.03,1,4
3,17.79,1,5
3,1965.99,1,5
4,70.25,1,5
3,46.08,1,5
3,55.19,1,5
6,200,1,5
3,102,1,5
NA,100,0,NA
NA,80,0,NA
1,20,1,17
4,15,1,4
NA,25,0,NA
4,110.06,1,5
3,12.14,1,1
4,1.99,1,5
3,30,1,4
3,23.42,1,1
3,106.32,1,2
4,112.74,1,6
3,10.75,1,5
3,49.58,1,5
3,72.68,1,5
4,9.38,1,2
7,960.7,1,15
3,37.02,1,1
4,44.94,1,5
7,5,1,15
3,30,1,2
1,25,1,4
3,43.95,1,2
1,11.58,1,4
3,27.01,1,4
4,27.64,1,1
1,8,1,1
13,285,1,15
3,17.45,1,3
3,35.45,1,4
4,40.74,1,1
4,54.07,1,2
1,15,1,5
NA,60,0,NA
7,396,1,15
1,1.99,1,2
7,539.26,1,15
4,71,1,1
1,2,1,1
5,21.2,1,5
4,13.5,1,1
4,52.75,1,3
4,54.85,1,2
6,134.4,1,8
1,40,1,16
3,35,1,2
10,22.5,1,16
3,14.95,1,2
3,30,1,5
4,20.12,1,5
4,9.62,1,1
11,40,1,16
6,333,1,16
4,10,1,2
3,37.82,1,1
1,6,1,20
4,35,1,2
1,38,1,5
3,8.47,1,1
NA,300,0,NA
3,24.76,1,1
4,25.72,1,5
4,21.05,1,4
1,50,1,2
3,44.54,1,3
3,9.41,1,5
4,27.62,1,4
3,10.25,1,5
3,59.99,1,5
4,28.59,1,3
4,100,1,16
1,4.36,1,1
1,23,1,4
3,51,1,1
6,165,1,15
7,105.3,1,15
3,25,1,4
3,39.47,1,1
3,29.94,1,3
4,19.77,1,1
4,12.7,1,4
4,19.21,1,1
4,36,1,20
7,4.24,1,4
3,11,1,15
5,5.38,1,1
7,8.43,1,4
4,50,1,20
4,75,1,20
4,6.5,1,1
3,4.08,1,1
7,74.42,1,8
5,8.9,1,4
3,44.63,1,5
5,28.86,1,1
3,140.12,1,10
4,20.95,1,4
3,55.75,1,8
3,12.65,1,9
3,98.7,1,3
4,54,1,3
1,2,1,7
3,95,1,7
3,4.56,1,4
3,50,1,20
3,18.04,1,4
4,43.32,1,1
4,15.76,1,1
4,35.07,1,4
4,25,1,4
4,6,1,21
4,7,1,4
3,6.03,1,4
3,42.5,1,1
3,11.45,1,4
6,269.43,1,15
3,4,1,2
4,40,1,2
4,19.8,1,1
4,37.61,1,2
4,18,1,4
4,19.71,1,4
4,9.13,1,4
3,12.28,1,4
4,22,1,2
0,24.71,1,3
1,100,1,3
4,48.09,1,1
3,14.39,1,9
4,12.11,1,5
4,11,1,2
1,9.23,1,2
1,31.23,1,3
3,15,1,4
4,22,1,4
7,1000,1,15
4,6.2,1,4
3,75.28,1,7
3,4.99,1,10
3,37.35,1,5
3,8,1,4
3,28.12,1,5
4,10.86,1,1
13,54.99,1,7
4,500,1,15
1,3.99,1,1
6,13.99,1,5
NA,10,0,NA
1,9,1,2
0,22.37,1,5
3,43.9,1,5
6,300,1,16
3,8.8,1,4
13,20,1,18
3,60,1,17
1,8,1,1
6,134.59,1,2
6,21.51,1,15
7,115.32,1,8
4,45,1,2
6,15.55,1,8
4,14.99,1,10
2,25,1,2
13,53,1,18
3,45.35,1,5
4,43.22,1,5
4,35,1,1
4,27.67,1,4
3,20,1,20
3,20,1,20
7,350,1,8
7,461,1,11
11,50,1,15
2,100,1,16
3,3,1,3
7,169,1,10
1,98,1,8
4,60,1,10
3,32,1,4
6,191,1,10
6,50.71,1,8
6,189,1,18
5,30,1,1
14,15.99,1,10
10,10,1,7
10,10,1,7
7,1971.43,1,15
1,14,1,2
1,200,1,16
3,60.32,1,5
4,85.79,1,1
4,27.06,1,1
4,70,1,15
4,120.04,1,15
3,75.98,1,10
6,123,1,15
6,25,1,15
7,48.79,1,8
7,131.09,1,8
7,101.5,1,15
7,276.25,1,15
4,95,1,10
4,48,1,1
7,34.04,1,15
1,20,1,4
4,1.47,1,5
4,47,1,1
4,10,1,1
6,17,1,10
6,30,1,15
6,10,1,15
4,17.14,1,5
6,84,1,15
4,5,1,1
4,59.02,1,15
4,175,1,20
3,24.57,1,5
4,337.16,1,15
NA,10,0,NA
3,26.06,1,1
1,6,1,2
6,318,1,10
NA,10,0,NA
3,46,1,2
4,6,1,1
3,10,1,1
7,10,1,10
6,2.5,1,10
4,3,1,1
NA,20,0,NA
1,7.77,1,4
4,2.43,1,2
5,4.19,1,4
1,100,1,12
4,35,1,2
4,12,1,2
7,906,1,15
3,35,1,20
2,206.93,1,16
4,5.13,1,2
4,20.67,1,2
4,2.59,1,1
3,6.23,1,4
6,100,1,16
7,538,1,15
3,160.69,1,5
3,30.8,1,6
3,47.78,1,5
1,7,1,2
3,2.15,1,1
3,2.75,1,21
7,68.84,1,15
4,72.72,1,1
3,9.99,1,10
4,40,1,2
3,4.35,1,1
3,145,1,1
6,20,1,15
4,19.78,1,3
3,20,1,18
4,14,1,4
1,15,1,16
3,73.77,1,18
4,30,1,8
14,7,1,15
4,48,1,21
3,257.8,1,15
7,86,1,15
6,134.81,1,8
6,1995,1,15
4,29,1,1
5,10.42,1,1
4,8.86,1,4
4,15,1,2
7,6.48,1,15
5,42.67,1,1
3,25.51,1,2
3,9.25,1,4
3,2100,1,19
1,1,1,2
1,20,1,16
4,25,1,18
3,18,1,5
4,38.55,1,1
1,1,1,2
1,27.1,1,1
4,200,1,8
4,155.94,1,8
4,23.12,1,4
11,212,1,8
6,843,1,15
3,2.99,1,10
2,95,1,18
3,16,1,1
2,255,1,8
3,120,1,5
1,2.5,1,4
4,9.03,1,2
6,68,1,15
3,3.99,1,1
3,51.31,1,2
4,5.44,1,2
3,84,1,10
1,6.85,1,4
1,35,1,1
3,4.85,1,4
3,44.55,1,1
3,52.36,1,7
4,300,1,1
4,51.5,1,2
5,0.75,1,21
3,5.86,1,4
4,25.31,1,5
5,41.01,1,2
3,83.45,1,5
4,45.55,1,1
3,2.7,1,4
3,30.64,1,1
NA,30,0,NA
3,67.48,1,2
4,36.34,1,5
4,35,1,18
7,313.55,1,8
3,47.04,1,2
4,8.12,1,4
3,19.99,1,7
4,8.28,1,3
1,5,1,16
7,300,1,15
2,34,1,20
4,32.31,1,5
3,14.37,1,1
4,236,1,2
6,8,1,16
6,65,1,5
3,9.2,1,4
1,3.87,1,4
3,985.7,1,5
4,83.74,1,5
1,10,1,1
1,3.59,1,1
4,81.18,1,5
1,17,1,2
3,19,1,1
4,42,1,7
1,4.33,1,1
3,10,1,18
6,134.72,1,8
3,23.26,1,1
1,10,1,4
1,1.65,1,21
3,0.5,1,6
7,8.99,1,10
NA,40,0,NA
3,49,1,5
4,5,1,7
1,3.75,1,4
3,30,1,17
3,10.64,1,2
2,30,1,8
4,8.05,1,2
6,7.27,1,10
1,9.14,1,1
4,139.08,1,1
4,15.89,1,5
4,28,1,5
1,2.43,1,18
5,0.75,1,21
4,15,1,1
3,17,1,4
1,17,1,6
1,7,1,4
3,38.5,1,2
1,2.87,1,4
4,34.81,1,1
3,107.29,1,1
4,5.16,1,3
4,4,1,6
1,8,1,1
5,4.84,1,1
1,34.69,1,1
1,5,1,7
1,8.67,1,4
3,9.08,1,3
4,5.14,1,4
4,6.19,1,4
5,19.21,1,4
1,2.5,1,2
1,8,1,4
3,900,1,18
4,250,1,5
1,40,1,2
11,105,1,8
4,9.62,1,4
4,12.73,1,3
6,79,1,6
4,10.6,1,4
4,10,1,4
4,4.71,1,4
7,20,1,10
7,61.64,1,8
13,3,1,21
4,42.42,1,1
3,16.2,1,3
1,1,1,1
1,1,1,5
13,3.99,1,7
3,70,1,4
3,13.75,1,3
3,79.01,1,6
6,12.99,1,10
3,24.87,1,4
3,94.16,1,5
4,26.75,1,6
NA,10,0,NA
3,93.87,1,11
1,15,1,1
4,69,1,18
2,458.26,1,5
5,12.9,1,4
4,84,1,18
4,11.05,1,5
4,9.97,1,1
4,89.98,1,5
5,2,1,4
3,100,1,5
4,11.12,1,5
4,12,1,1
3,206.06,1,5
3,58.79,1,3
4,47.73,1,1
3,14.35,1,4
3,36,1,2
3,31.36,1,3
5,120,1,1
7,150,1,18
3,123.84,1,5
1,23,1,4
3,8.75,1,4
1,10,1,6
3,96.84,1,1
1,20,1,2
4,13.2,1,4
3,30.72,1,4
3,534.65,1,5
4,72.43,1,1
3,75.45,1,1
3,20.39,1,2
4,12,1,4
3,4.06,1,1
1,8.76,1,5
7,424,1,8
3,39.81,1,2
4,16,1,5
4,13.61,1,3
4,153.33,1,5
3,45,1,1
4,3.47,1,4
3,132.37,1,5
4,100,1,18
3,60,1,18
1,60,1,16
4,24.35,1,5
10,20,1,17
4,118.46,1,1
1,10,1,21
4,47,1,5
4,10.02,1,2
4,22.47,1,1
4,32.37,1,2
3,40,1,1
4,90,1,1
7,27.65,1,8
1,2.5,1,6
3,15,1,1
4,5.55,1,4
1,14,1,4
1,20,1,12
3,50.51,1,1
3,20,1,1
4,2.5,1,20
4,48,1,2
1,0.07,1,1
3,34.81,1,5
3,125.51,1,5
1,55,1,1
3,130,1,6
7,60,1,10
4,2.5,1,2
1,6,1,1
4,33.07,1,1
4,6.59,1,5
13,808,1,5
6,906.45,1,5
3,347,1,12
4,43.5,1,2
7,15,1,21
4,25,1,1
3,37.5,1,6
1,10,1,3
3,28.5,1,1
3,16.89,1,1
4,10,1,2
1,5,1,16
4,63.19,1,1
